<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.03.14	08:00:00	1912.557	1913.297	1900.595	1904.116	24873	0	200
2023.03.14	12:00:00	1904.149	1911.855	1895.228	1904.119	57956	0	200
2023.03.14	16:00:00	1904.089	1910.288	1902.167	1902.420	26849	0	200
2023.03.14	20:00:00	1902.453	1904.913	1902.453	1903.064	5700	0	200
2023.03.15	00:00:00	1903.055	1905.638	1899.925	1902.849	14463	0	200
2023.03.15	04:00:00	1902.844	1903.416	1896.302	1896.456	14488	0	200
2023.03.15	08:00:00	1896.423	1918.940	1885.584	1918.108	40822	0	200
2023.03.15	12:00:00	1918.075	1930.328	1916.967	1927.151	68284	0	200
2023.03.15	16:00:00	1927.183	1937.287	1908.969	1916.717	49618	0	200
2023.03.15	20:00:00	1916.747	1922.796	1916.128	1921.155	8129	0	200
2023.03.16	00:00:00	1921.145	1924.344	1907.298	1913.197	24209	0	200
2023.03.16	04:00:00	1913.208	1920.675	1912.189	1916.643	20161	0	200
2023.03.16	08:00:00	1916.673	1927.035	1915.759	1926.878	21876	0	200
2023.03.16	12:00:00	1926.908	1933.443	1913.335	1918.692	64090	0	200
2023.03.16	16:00:00	1918.648	1921.126	1914.332	1920.549	29471	0	200
2023.03.16	20:00:00	1920.514	1922.060	1918.466	1921.294	5619	0	200
2023.03.17	00:00:00	1921.306	1929.655	1918.196	1927.635	16208	0	200
2023.03.17	04:00:00	1927.653	1934.278	1927.209	1930.287	16458	0	200
2023.03.17	08:00:00	1930.318	1937.136	1927.331	1935.014	19392	0	200
2023.03.17	12:00:00	1935.049	1964.892	1934.916	1959.269	49658	0	200
2023.03.17	16:00:00	1959.300	1987.718	1955.282	1976.229	43668	0	200
2023.03.17	20:00:00	1976.270	1988.311	1975.236	1988.129	5883	0	200
2023.03.19	20:00:00	1985.925	1988.132	1975.037	1976.936	11961	0	200
2023.03.20	00:00:00	1976.968	1978.387	1968.114	1973.311	22701	0	200
2023.03.20	04:00:00	1973.308	2009.668	1972.970	2003.415	34847	0	200
2023.03.20	08:00:00	2003.384	2006.137	1973.911	1983.780	44657	0	200
2023.03.20	12:00:00	1983.812	1986.561	1965.627	1973.763	55577	0	200
2023.03.20	16:00:00	1973.730	1984.349	1972.931	1977.152	26968	0	200
2023.03.20	20:00:00	1977.170	1980.021	1976.241	1976.585	6160	0	200
2023.03.21	00:00:00	1976.581	1985.121	1975.242	1983.760	15510	0	200
2023.03.21	04:00:00	1983.756	1983.756	1970.255	1970.316	19006	0	200
2023.03.21	08:00:00	1970.286	1970.819	1962.779	1966.283	24346	0	200
2023.03.21	12:00:00	1966.285	1967.068	1943.125	1948.149	48442	0	200
2023.03.21	16:00:00	1948.115	1948.970	1935.343	1940.163	26499	0	200
2023.03.21	20:00:00	1940.195	1943.918	1939.310	1943.106	6127	0	200
2023.03.22	00:00:00	1943.074	1946.169	1938.167	1939.602	17051	0	200
2023.03.22	04:00:00	1939.574	1943.485	1934.057	1939.791	18119	0	200
2023.03.22	08:00:00	1939.759	1945.611	1939.579	1942.411	20752	0	200
2023.03.22	12:00:00	1942.414	1951.888	1937.051	1947.214	31892	0	200
2023.03.22	16:00:00	1947.228	1978.802	1945.048	1972.710	65202	0	200
2023.03.22	20:00:00	1972.678	1975.103	1964.520	1969.706	11668	0	200
2023.03.23	00:00:00	1969.755	1977.588	1966.317	1976.875	22279	0	200
2023.03.23	04:00:00	1976.878	1983.618	1974.926	1976.814	22520	0	200
2023.03.23	08:00:00	1976.846	1980.642	1974.250	1978.413	21800	0	200
2023.03.23	12:00:00	1978.407	1987.033	1966.514	1984.001	37262	0	200
2023.03.23	16:00:00	1984.038	2003.277	1982.717	1997.711	43529	0	200
2023.03.23	20:00:00	1997.747	1998.875	1990.086	1991.324	8780	0	200
2023.03.24	00:00:00	1991.292	1994.827	1989.714	1992.815	19623	0	200
2023.03.24	04:00:00	1992.829	1993.329	1985.267	1989.406	17739	0	200
2023.03.24	08:00:00	1989.437	2000.245	1981.221	1995.789	31793	0	200
2023.03.24	12:00:00	1995.748	2002.989	1985.886	1987.250	55951	0	200
2023.03.24	16:00:00	1987.276	1990.570	1975.239	1975.967	30598	0	200
2023.03.24	20:00:00	1975.997	1979.348	1975.165	1978.777	3093	0	200
2023.03.26	20:00:00	1976.400	1976.735	1969.153	1975.691	7622	0	200
2023.03.27	00:00:00	1975.658	1978.691	1972.101	1974.584	18691	0	200
2023.03.27	04:00:00	1974.588	1975.462	1965.876	1970.923	19457	0	200
2023.03.27	08:00:00	1970.887	1972.116	1948.143	1954.140	25538	0	200
2023.03.27	12:00:00	1954.154	1958.695	1943.944	1956.844	35330	0	200
2023.03.27	16:00:00	1956.831	1959.385	1950.706	1956.897	18336	0	200
2023.03.27	20:00:00	1956.928	1958.270	1955.688	1958.071	5181	0	200
2023.03.28	00:00:00	1958.040	1963.955	1957.692	1959.685	15340	0	200
2023.03.28	04:00:00	1959.658	1960.810	1951.873	1953.902	18129	0	200
2023.03.28	08:00:00	1953.932	1958.518	1949.141	1956.994	17351	0	200
2023.03.28	12:00:00	1956.989	1969.897	1956.944	1966.619	30571	0	200
2023.03.28	16:00:00	1966.650	1975.255	1965.652	1973.314	18416	0	200
2023.03.28	20:00:00	1973.348	1974.423	1971.476	1971.867	5212	0	200
2023.03.29	00:00:00	1971.898	1972.854	1965.859	1966.469	13641	0	200
2023.03.29	04:00:00	1966.474	1968.826	1958.550	1961.645	16311	0	200
2023.03.29	08:00:00	1961.657	1969.117	1960.808	1966.687	15165	0	200
2023.03.29	12:00:00	1966.693	1971.684	1960.571	1961.812	27870	0	200
2023.03.29	16:00:00	1961.780	1969.171	1961.067	1963.132	16486	0	200
2023.03.29	20:00:00	1963.164	1964.862	1962.673	1963.197	5108	0	200
2023.03.30	00:00:00	1963.201	1963.503	1955.195	1959.566	14119	0	200
2023.03.30	04:00:00	1959.577	1971.274	1958.930	1966.630	16360	0	200
2023.03.30	08:00:00	1966.600	1971.186	1964.919	1968.603	15101	0	200
2023.03.30	12:00:00	1968.635	1975.290	1963.913	1974.699	30468	0	200
2023.03.30	16:00:00	1974.730	1984.251	1974.730	1981.297	18545	0	200
2023.03.30	20:00:00	1981.261	1981.944	1977.982	1978.386	5466	0	200
2023.03.31	00:00:00	1978.412	1983.578	1977.633	1981.181	14966	0	200
2023.03.31	04:00:00	1981.158	1985.017	1974.804	1975.261	14562	0	200
2023.03.31	08:00:00	1975.266	1981.907	1973.172	1980.192	16521	0	200
2023.03.31	12:00:00	1980.204	1987.544	1974.764	1979.658	33407	0	200
2023.03.31	16:00:00	1979.650	1979.747	1966.806	1970.931	20335	0	200
2023.03.31	20:00:00	1970.895	1970.960	1968.460	1969.376	2532	0	200
2023.04.02	20:00:00	1966.275	1967.407	1956.964	1957.027	9069	0	200
2023.04.03	00:00:00	1957.063	1964.465	1949.542	1951.794	20458	0	200
2023.04.03	04:00:00	1951.801	1961.934	1950.456	1961.794	15655	0	200
2023.04.03	08:00:00	1961.785	1978.705	1961.181	1978.632	17291	0	200
2023.04.03	12:00:00	1978.600	1990.476	1972.343	1987.944	35339	0	200
2023.04.03	16:00:00	1987.942	1990.440	1981.862	1985.126	18660	0	200
2023.04.03	20:00:00	1985.094	1985.901	1983.571	1984.935	4441	0	200
2023.04.04	00:00:00	1984.929	1985.266	1977.776	1978.088	12866	0	200
2023.04.04	04:00:00	1978.080	1983.739	1976.821	1982.139	14938	0	200
2023.04.04	08:00:00	1982.134	1984.312	1978.467	1981.952	15571	0	200
2023.04.04	12:00:00	1981.953	2024.947	1981.437	2020.205	52665	0	200
2023.04.04	16:00:00	2020.174	2024.953	2017.820	2021.824	21249	0	200
2023.04.04	20:00:00	2021.791	2023.585	2019.674	2021.734	6903	0	200
2023.04.05	00:00:00	2021.748	2025.233	2019.342	2023.002	13005	0	200
2023.04.05	04:00:00	2022.993	2028.381	2022.077	2025.362	15162	0	200
2023.04.05	08:00:00	2025.331	2028.122	2021.468	2022.892	15240	0	200
2023.04.05	12:00:00	2022.922	2032.027	2009.923	2021.694	50219	0	200
2023.04.05	16:00:00	2021.674	2023.894	2019.063	2021.012	18417	0	200
2023.04.05	20:00:00	2021.051	2021.642	2018.686	2020.287	4569	0	200
2023.04.06	00:00:00	2020.270	2020.436	2007.645	2011.302	15780	0	200
2023.04.06	04:00:00	2011.296	2018.078	2010.468	2016.346	15307	0	200
2023.04.06	08:00:00	2016.342	2020.907	2014.796	2018.469	15164	0	200
2023.04.06	12:00:00	2018.476	2020.695	2000.810	2011.174	33959	0	200
2023.04.06	16:00:00	2011.142	2014.899	2006.196	2006.412	15365	0	200
2023.04.06	20:00:00	2006.443	2008.116	2005.752	2007.761	2016	0	200
2023.04.09	20:00:00	1997.006	2006.495	1995.817	2005.497	5727	0	200
2023.04.10	00:00:00	2005.529	2005.860	1988.663	1990.856	15577	0	200
2023.04.10	04:00:00	1990.886	1997.570	1989.475	1997.433	12626	0	200
2023.04.10	08:00:00	1997.403	2002.935	1995.905	2001.556	12975	0	200
2023.04.10	12:00:00	2001.526	2001.961	1981.436	1988.632	36358	0	200
2023.04.10	16:00:00	1988.629	1992.794	1987.112	1991.527	15405	0	200
2023.04.10	20:00:00	1991.558	1992.486	1990.342	1992.389	3632	0	200
2023.04.11	00:00:00	1992.356	1998.128	1988.773	1997.518	14090	0	200
2023.04.11	04:00:00	1997.509	2003.621	1997.339	2002.035	14895	0	200
2023.04.11	08:00:00	2002.003	2007.410	1999.345	2000.429	15366	0	200
2023.04.11	12:00:00	2000.418	2006.195	1995.551	2004.132	23095	0	200
2023.04.11	16:00:00	2004.113	2006.714	2000.953	2004.051	13814	0	200
2023.04.11	20:00:00	2004.082	2005.020	2002.832	2004.659	3531	0	200
2023.04.12	00:00:00	2004.675	2019.170	2003.922	2017.187	15675	0	200
2023.04.12	04:00:00	2017.213	2021.072	2011.612	2012.953	14981	0	200
2023.04.12	08:00:00	2012.983	2013.681	2007.260	2007.697	15131	0	200
2023.04.12	12:00:00	2007.663	2028.184	2000.987	2005.779	50616	0	200
2023.04.12	16:00:00	2005.748	2018.065	2005.209	2013.651	21347	0	200
2023.04.12	20:00:00	2013.620	2018.453	2013.232	2018.149	4841	0	200
2023.04.13	00:00:00	2018.118	2019.731	2015.676	2017.423	14802	0	200
2023.04.13	04:00:00	2017.415	2025.619	2015.276	2024.477	14804	0	200
2023.04.13	08:00:00	2024.500	2029.098	2024.415	2028.573	15077	0	200
2023.04.13	12:00:00	2028.565	2048.597	2026.533	2038.900	42124	0	200
2023.04.13	16:00:00	2038.939	2044.078	2036.599	2040.717	17789	0	200
2023.04.13	20:00:00	2040.678	2041.050	2038.672	2039.713	4148	0	200
2023.04.14	00:00:00	2039.712	2047.392	2038.594	2045.022	15052	0	200
2023.04.14	04:00:00	2045.021	2046.461	2036.597	2039.196	16180	0	200
2023.04.14	08:00:00	2039.191	2042.173	2031.784	2033.224	17870	0	200
2023.04.14	12:00:00	2033.248	2039.987	1993.554	1995.625	60309	0	200
2023.04.14	16:00:00	1995.623	2007.954	1992.364	2005.279	20907	0	200
2023.04.14	20:00:00	2005.264	2005.615	2003.836	2004.252	2018	0	200
2023.04.16	20:00:00	2001.207	2005.006	1999.651	2002.848	5116	0	200
2023.04.17	00:00:00	2002.866	2006.273	1995.151	2004.506	17500	0	200
2023.04.17	04:00:00	2004.479	2014.998	2003.709	2010.848	18583	0	200
2023.04.17	08:00:00	2010.782	2012.673	2004.870	2009.074	16299	0	200
2023.04.17	12:00:00	2009.104	2010.572	1980.899	1989.921	37158	0	200
2023.04.17	16:00:00	1989.923	1997.078	1987.244	1996.233	15990	0	200
2023.04.17	20:00:00	1996.266	1996.435	1993.797	1993.906	3915	0	200
2023.04.18	00:00:00	1993.915	2001.750	1993.306	2000.210	14318	0	200
2023.04.18	04:00:00	2000.247	2004.072	1996.327	2002.280	14230	0	200
2023.04.18	08:00:00	2002.284	2005.114	1999.046	2003.851	15285	0	200
2023.04.18	12:00:00	2003.882	2011.823	1991.048	2008.391	33534	0	200
2023.04.18	16:00:00	2008.421	2008.496	2003.349	2004.032	15330	0	200
2023.04.18	20:00:00	2004.063	2006.236	2004.063	2005.718	4339	0	200
2023.04.19	00:00:00	2005.719	2008.077	2001.861	2003.359	13984	0	200
2023.04.19	04:00:00	2003.393	2004.405	1986.754	1991.288	19506	0	200
2023.04.19	08:00:00	1991.320	1991.350	1969.176	1970.545	24484	0	200
2023.04.19	12:00:00	1970.551	1995.928	1969.629	1990.705	33792	0	200
2023.04.19	16:00:00	1990.743	1996.797	1990.300	1994.418	16049	0	200
2023.04.19	20:00:00	1994.384	1995.661	1993.112	1993.616	5619	0	200
2023.04.20	00:00:00	1993.651	1998.445	1990.476	1992.724	15919	0	200
2023.04.20	04:00:00	1992.715	2000.955	1991.383	1997.129	16436	0	200
2023.04.20	08:00:00	1997.140	2004.723	1992.339	2001.044	17920	0	200
2023.04.20	12:00:00	2001.077	2012.347	1997.404	2002.549	36389	0	200
2023.04.20	16:00:00	2002.580	2008.319	2002.153	2003.083	16692	0	200
2023.04.20	20:00:00	2003.114	2005.737	2001.787	2005.313	6482	0	200
2023.04.21	00:00:00	2005.287	2005.508	2000.506	2002.059	14300	0	200
2023.04.21	04:00:00	2002.091	2002.269	1981.862	1986.720	20698	0	200
2023.04.21	08:00:00	1986.717	1992.429	1984.048	1987.949	19524	0	200
2023.04.21	12:00:00	1987.945	1997.939	1971.584	1975.808	45988	0	200
2023.04.21	16:00:00	1975.845	1982.964	1973.987	1982.637	15696	0	200
2023.04.21	20:00:00	1982.670	1983.577	1981.730	1982.886	2059	0	200
2023.04.23	20:00:00	1982.082	1985.343	1981.789	1984.620	3555	0	200
2023.04.24	00:00:00	1984.618	1984.618	1978.505	1980.787	16079	0	200
2023.04.24	04:00:00	1980.756	1983.123	1976.355	1982.662	17514	0	200
2023.04.24	08:00:00	1982.664	1986.882	1980.810	1983.039	15866	0	200
2023.04.24	12:00:00	1983.035	1987.176	1974.028	1984.768	29347	0	200
2023.04.24	16:00:00	1984.764	1990.819	1984.609	1988.711	15326	0	200
2023.04.24	20:00:00	1988.680	1996.420	1988.266	1995.016	5980	0	200
2023.04.25	00:00:00	1995.015	2000.795	1992.764	1992.766	17767	0	200
2023.04.25	04:00:00	1992.772	1997.200	1987.303	1990.198	18278	0	200
2023.04.25	08:00:00	1990.210	1991.029	1976.688	1977.545	21722	0	200
2023.04.25	12:00:00	1977.576	1994.512	1976.067	1989.930	36250	0	200
2023.04.25	16:00:00	1989.965	2003.830	1988.237	1999.144	24855	0	200
2023.04.25	20:00:00	1999.111	2001.656	1995.811	2000.172	6848	0	200
2023.04.26	00:00:00	2000.178	2002.415	1993.117	1994.025	20849	0	200
2023.04.26	04:00:00	1994.058	1999.262	1994.058	1997.888	15841	0	200
2023.04.26	08:00:00	1997.898	2001.707	1991.199	1995.747	19331	0	200
2023.04.26	12:00:00	1995.716	2009.322	1991.415	1991.446	41120	0	200
2023.04.26	16:00:00	1991.469	1992.427	1983.348	1988.012	23876	0	200
2023.04.26	20:00:00	1987.979	1991.911	1987.178	1991.647	6299	0	200
2023.04.27	00:00:00	1991.617	2000.683	1989.513	1999.791	16190	0	200
2023.04.27	04:00:00	1999.821	2003.178	1997.269	1999.344	17212	0	200
2023.04.27	08:00:00	1999.374	2001.176	1995.900	1996.844	15431	0	200
2023.04.27	12:00:00	1996.876	2003.246	1974.016	1982.223	50246	0	200
2023.04.27	16:00:00	1982.254	1991.016	1981.149	1988.097	16423	0	200
2023.04.27	20:00:00	1988.127	1988.571	1986.298	1986.914	5714	0	200
2023.04.28	00:00:00	1986.879	1991.396	1984.863	1988.894	17995	0	200
2023.04.28	04:00:00	1988.877	1990.372	1981.561	1982.316	23309	0	200
2023.04.28	08:00:00	1982.411	1984.795	1979.664	1983.233	16766	0	200
2023.04.28	12:00:00	1983.266	1994.994	1976.103	1991.693	43812	0	200
2023.04.28	16:00:00	1991.726	1994.030	1987.436	1989.142	16954	0	200
2023.04.28	20:00:00	1989.175	1989.833	1987.911	1989.376	2298	0	200
2023.04.30	20:00:00	1989.602	1991.877	1986.620	1986.895	4632	0	200
2023.05.01	00:00:00	1986.927	1987.387	1980.451	1983.303	12951	0	200
2023.05.01	04:00:00	1983.336	1986.228	1978.958	1980.894	14653	0	200
2023.05.01	08:00:00	1980.868	1989.936	1977.054	1988.945	15433	0	200
2023.05.01	12:00:00	1988.947	2005.933	1980.475	1982.917	50000	0	200
2023.05.01	16:00:00	1982.884	1984.019	1979.325	1979.719	18025	0	200
2023.05.01	20:00:00	1979.751	1983.259	1979.600	1981.373	5610	0	200
2023.05.02	00:00:00	1981.385	1985.190	1981.305	1982.109	12887	0	200
2023.05.02	04:00:00	1982.073	1985.690	1980.390	1981.330	15134	0	200
2023.05.02	08:00:00	1981.342	1990.150	1978.455	1986.348	16768	0	200
2023.05.02	12:00:00	1986.314	2015.465	1984.415	2014.322	48180	0	200
2023.05.02	16:00:00	2014.353	2019.310	2011.160	2018.199	24133	0	200
2023.05.02	20:00:00	2018.232	2018.232	2015.489	2015.905	5019	0	200
2023.05.03	00:00:00	2015.916	2018.719	2014.166	2018.427	9668	0	200
2023.05.03	04:00:00	2018.425	2019.434	2012.609	2014.820	12860	0	200
2023.05.03	08:00:00	2014.800	2017.406	2014.274	2015.816	14514	0	200
2023.05.03	12:00:00	2015.849	2026.758	2007.655	2023.523	35033	0	200
2023.05.03	16:00:00	2023.492	2035.995	2016.941	2035.079	51081	0	200
2023.05.03	20:00:00	2035.110	2079.817	2029.043	2051.957	29772	0	200
2023.05.04	00:00:00	2051.959	2057.096	2038.222	2040.905	23649	0	200
2023.05.04	04:00:00	2040.872	2045.435	2030.327	2034.570	21776	0	200
2023.05.04	08:00:00	2034.507	2044.829	2031.123	2041.984	19830	0	200
2023.05.04	12:00:00	2041.953	2059.537	2032.038	2050.938	65463	0	200
2023.05.04	16:00:00	2050.971	2054.057	2044.437	2049.555	28828	0	200
2023.05.04	20:00:00	2049.586	2050.885	2047.480	2049.922	6461	0	200
2023.05.05	00:00:00	2049.924	2052.957	2045.436	2049.749	14526	0	200
2023.05.05	04:00:00	2049.782	2051.099	2039.307	2040.507	16305	0	200
2023.05.05	08:00:00	2040.509	2041.664	2034.707	2035.442	16151	0	200
2023.05.05	12:00:00	2035.436	2038.275	1999.451	2015.152	58143	0	200
2023.05.05	16:00:00	2015.182	2018.785	2012.998	2017.697	19811	0	200
2023.05.05	20:00:00	2017.730	2018.901	2015.723	2016.650	2167	0	200
2023.05.07	20:00:00	2016.428	2017.281	2014.174	2016.006	4614	0	200
2023.05.08	00:00:00	2015.976	2023.938	2015.150	2023.189	14731	0	200
2023.05.08	04:00:00	2023.205	2024.671	2020.084	2021.436	13850	0	200
2023.05.08	08:00:00	2021.401	2025.396	2019.937	2022.228	13680	0	200
2023.05.08	12:00:00	2022.251	2029.235	2017.835	2027.098	27516	0	200
2023.05.08	16:00:00	2027.066	2029.320	2020.190	2020.271	16197	0	200
2023.05.08	20:00:00	2020.301	2022.395	2020.136	2021.237	5227	0	200
2023.05.09	00:00:00	2021.266	2024.921	2019.483	2024.878	12623	0	200
2023.05.09	04:00:00	2024.894	2028.697	2021.575	2024.626	15302	0	200
2023.05.09	08:00:00	2024.596	2032.768	2021.378	2031.009	16212	0	200
2023.05.09	12:00:00	2031.000	2032.045	2022.880	2026.877	25729	0	200
2023.05.09	16:00:00	2026.912	2037.561	2026.835	2034.239	18482	0	200
2023.05.09	20:00:00	2034.278	2037.119	2034.083	2036.270	4885	0	200
2023.05.10	00:00:00	2036.310	2038.182	2030.440	2031.675	12227	0	200
2023.05.10	04:00:00	2031.643	2032.937	2027.414	2031.661	13403	0	200
2023.05.10	08:00:00	2031.657	2032.041	2026.239	2029.246	14378	0	200
2023.05.10	12:00:00	2029.277	2048.145	2021.356	2025.006	53578	0	200
2023.05.10	16:00:00	2024.983	2034.126	2024.489	2030.893	19098	0	200
2023.05.10	20:00:00	2030.926	2032.072	2029.101	2031.436	4355	0	200
2023.05.11	00:00:00	2031.411	2036.348	2031.132	2032.367	13766	0	200
2023.05.11	04:00:00	2032.363	2033.109	2021.759	2025.562	16718	0	200
2023.05.11	08:00:00	2025.515	2039.078	2021.606	2036.736	22005	0	200
2023.05.11	12:00:00	2036.768	2040.788	2011.104	2013.551	55499	0	200
2023.05.11	16:00:00	2013.517	2018.266	2012.842	2014.149	18431	0	200
2023.05.11	20:00:00	2014.182	2016.596	2013.727	2016.346	5245	0	200
2023.05.12	00:00:00	2016.367	2017.486	2008.487	2011.596	16417	0	200
2023.05.12	04:00:00	2011.565	2012.571	2005.618	2008.735	16860	0	200
2023.05.12	08:00:00	2008.723	2009.690	2000.895	2004.722	18151	0	200
2023.05.12	12:00:00	2004.718	2022.461	2003.539	2009.417	37534	0	200
2023.05.12	16:00:00	2009.383	2016.355	2008.309	2010.871	17198	0	200
2023.05.12	20:00:00	2010.902	2011.454	2010.360	2010.912	1618	0	200
2023.05.14	20:00:00	2008.664	2011.957	2008.664	2009.558	3383	0	200
2023.05.15	00:00:00	2009.551	2018.791	2008.637	2013.986	14945	0	200
2023.05.15	04:00:00	2013.984	2019.986	2013.224	2018.372	15252	0	200
2023.05.15	08:00:00	2018.339	2020.840	2011.885	2013.035	14075	0	200
2023.05.15	12:00:00	2013.033	2022.083	2011.454	2017.678	26026	0	200
2023.05.15	16:00:00	2017.696	2021.359	2014.352	2014.954	13407	0	200
2023.05.15	20:00:00	2014.950	2016.597	2013.765	2014.400	3850	0	200
2023.05.16	00:00:00	2014.411	2018.279	2014.126	2016.899	11495	0	200
2023.05.16	04:00:00	2016.897	2017.682	2002.404	2010.024	17654	0	200
2023.05.16	08:00:00	2010.041	2010.270	2005.110	2005.467	13755	0	200
2023.05.16	12:00:00	2005.472	2014.856	1994.431	1995.946	38792	0	200
2023.05.16	16:00:00	1995.953	1997.009	1985.414	1989.873	21203	0	200
2023.05.16	20:00:00	1989.907	1991.142	1988.054	1989.630	5184	0	200
2023.05.17	00:00:00	1989.633	1992.977	1989.633	1991.300	13384	0	200
2023.05.17	04:00:00	1991.302	1992.049	1986.539	1987.619	14346	0	200
2023.05.17	08:00:00	1987.588	1989.063	1983.675	1987.380	15716	0	200
2023.05.17	12:00:00	1987.390	1987.957	1974.734	1980.390	33254	0	200
2023.05.17	16:00:00	1980.358	1984.511	1980.094	1982.985	16288	0	200
2023.05.17	20:00:00	1982.955	1983.552	1980.909	1982.714	3757	0	200
2023.05.18	00:00:00	1982.717	1985.973	1981.332	1982.274	12171	0	200
2023.05.18	04:00:00	1982.268	1982.718	1973.356	1974.507	15510	0	200
2023.05.18	08:00:00	1974.539	1978.856	1972.146	1974.085	16272	0	200
2023.05.18	12:00:00	1974.088	1975.354	1951.937	1955.988	37857	0	200
2023.05.18	16:00:00	1956.004	1958.893	1953.938	1957.268	16620	0	200
2023.05.18	20:00:00	1957.277	1959.151	1956.875	1958.356	4042	0	200
2023.05.19	00:00:00	1958.364	1963.610	1954.003	1963.297	15179	0	200
2023.05.19	04:00:00	1963.273	1968.712	1960.617	1966.866	16127	0	200
2023.05.19	08:00:00	1966.861	1968.199	1962.285	1963.716	16224	0	200
2023.05.19	12:00:00	1963.696	1984.186	1957.136	1974.746	43063	0	200
2023.05.19	16:00:00	1974.776	1983.228	1973.093	1976.111	20498	0	200
2023.05.19	20:00:00	1976.142	1977.776	1975.439	1977.703	1979	0	200
2023.05.21	20:00:00	1978.005	1981.480	1978.005	1980.829	3724	0	200
2023.05.22	00:00:00	1980.827	1982.321	1976.283	1977.843	15425	0	200
2023.05.22	04:00:00	1977.873	1978.744	1971.210	1976.800	15643	0	200
2023.05.22	08:00:00	1976.783	1982.530	1969.775	1972.935	16111	0	200
2023.05.22	12:00:00	1972.908	1978.541	1968.840	1972.417	30740	0	200
2023.05.22	16:00:00	1972.450	1978.870	1971.615	1972.095	15746	0	200
2023.05.22	20:00:00	1972.065	1972.596	1969.586	1969.784	4707	0	200
2023.05.23	00:00:00	1969.814	1971.736	1960.243	1962.740	16723	0	200
2023.05.23	04:00:00	1962.709	1964.548	1955.443	1957.140	17176	0	200
2023.05.23	08:00:00	1957.173	1961.257	1954.232	1958.835	17693	0	200
2023.05.23	12:00:00	1958.838	1973.530	1957.699	1967.315	37833	0	200
2023.05.23	16:00:00	1967.313	1977.739	1966.239	1974.754	20078	0	200
2023.05.23	20:00:00	1974.787	1977.289	1974.218	1974.980	4681	0	200
2023.05.24	00:00:00	1975.021	1976.965	1972.735	1976.454	13969	0	200
2023.05.24	04:00:00	1976.453	1980.562	1970.665	1974.014	17366	0	200
2023.05.24	08:00:00	1974.044	1981.984	1973.520	1981.856	16951	0	200
2023.05.24	12:00:00	1981.854	1985.101	1960.252	1962.988	32741	0	200
2023.05.24	16:00:00	1963.027	1965.236	1956.683	1958.972	23036	0	200
2023.05.24	20:00:00	1958.959	1961.839	1957.090	1959.752	7439	0	200
2023.05.25	00:00:00	1959.748	1960.101	1954.910	1957.207	16444	0	200
2023.05.25	04:00:00	1957.213	1961.330	1954.885	1959.413	15533	0	200
2023.05.25	08:00:00	1959.421	1964.711	1959.210	1961.926	15701	0	200
2023.05.25	12:00:00	1961.958	1963.062	1939.229	1945.393	48151	0	200
2023.05.25	16:00:00	1945.426	1946.908	1938.813	1940.148	17596	0	200
2023.05.25	20:00:00	1940.153	1943.157	1939.377	1940.515	6034	0	200
2023.05.26	00:00:00	1940.492	1948.779	1936.576	1948.423	15954	0	200
2023.05.26	04:00:00	1948.408	1957.219	1946.965	1956.202	17228	0	200
2023.05.26	08:00:00	1956.172	1956.715	1950.991	1951.445	14488	0	200
2023.05.26	12:00:00	1951.435	1953.848	1938.741	1943.457	37114	0	200
2023.05.26	16:00:00	1943.427	1947.566	1942.790	1947.403	15519	0	200
2023.05.26	20:00:00	1947.434	1947.501	1946.197	1946.834	1576	0	200
2023.05.28	20:00:00	1943.265	1946.248	1943.227	1943.654	4455	0	200
2023.05.29	00:00:00	1943.687	1946.165	1940.270	1945.542	12608	0	200
2023.05.29	04:00:00	1945.547	1948.874	1943.741	1944.176	11198	0	200
2023.05.29	08:00:00	1944.193	1946.576	1940.781	1946.272	10859	0	200
2023.05.29	12:00:00	1946.303	1949.718	1944.778	1945.922	13486	0	200
2023.05.29	16:00:00	1945.882	1945.882	1942.772	1943.627	2271	0	200
2023.05.29	20:00:00	1943.445	1944.318	1941.347	1941.683	4372	0	200
2023.05.30	00:00:00	1941.498	1946.602	1939.225	1939.396	15452	0	200
2023.05.30	04:00:00	1939.424	1942.311	1932.042	1942.311	20160	0	200
2023.05.30	08:00:00	1942.299	1960.750	1941.677	1960.194	21385	0	200
2023.05.30	12:00:00	1960.170	1962.253	1950.577	1962.071	30053	0	200
2023.05.30	16:00:00	1962.101	1963.479	1957.703	1960.130	13502	0	200
2023.05.30	20:00:00	1960.098	1960.098	1957.990	1958.535	4184	0	200
2023.05.31	00:00:00	1958.544	1960.452	1953.625	1958.052	14888	0	200
2023.05.31	04:00:00	1958.051	1965.186	1955.735	1956.067	18876	0	200
2023.05.31	08:00:00	1956.092	1960.772	1954.843	1960.324	16956	0	200
2023.05.31	12:00:00	1960.321	1974.676	1959.932	1968.581	36056	0	200
2023.05.31	16:00:00	1968.551	1969.179	1962.654	1963.061	17630	0	200
2023.05.31	20:00:00	1963.094	1966.961	1962.378	1966.244	5670	0	200
2023.06.01	00:00:00	1966.275	1967.446	1961.996	1964.178	15542	0	200
2023.06.01	04:00:00	1964.194	1965.808	1955.080	1955.523	15397	0	200
2023.06.01	08:00:00	1955.535	1968.368	1953.338	1967.861	16293	0	200
